listingUrl,displayAddress,price,propertySubType,propertyImage,detailedDescription,sizeFt,sizeAc,postalCode,brochureUrl,agentCompanyName,agentName,agentCity,agentEmail,agentPhone,agentStreet,agentPostcode,tenure,saleType
https://www.hdak.co.uk/viewproperty.php?id=1062,"Unit 1 Clayton Street, Wigan WN3 4DA",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/4Y2url3sLkrPFNb.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/4gCpqw26EimLT11.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/RI10PGJIz9fwBtN.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/1UqJe7g17S7IZtD.jpg']","Unit 1 Clayton Street, Wigan WN3 4DA To Let £17,500 pa 2400 ft² Single storey warehouse/trade counter premises with additional mezzanine 1125 sq ft",2400.0,,WN3 4DA,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/Unit 1 Clayton Street, Wigan - Master.pdf']",HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1050,"Units 3A, 3B, 3C Clifton Business Park, Preston New Road, Clifton, Preston PR4 0XQ",,Warehouse / Industrial,['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/hTIdXrmcy00CLEd.jpg'],"Units 3A, 3B, 3C Clifton Business Park, Preston New Road, Clifton, Preston PR4 0XQ To Let £20,000 pa 2134 ft² Single storey workshop/storage/office premises",2134.0,,PR4 0XQ,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/Clifton Business Park 3A, B & C- Master.pdf']",HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1069,"B27 Ribble Court, Red Scar Business Park, Longridge Road, Preston PR2 5NJ",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/oMBqhkbBEX5QgAU.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/85LW1ppj6Cqytty.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/a17teRX5F4xK2S1.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/B9wl52ijrf87W1r.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/r9K1KdYfd5Ib3Ju.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/8NLvTiq6326nznv.jpg']","B27 Ribble Court, Red Scar Business Park, Longridge Road, Preston PR2 5NJ To Let £18,000 pa 2012 ft² Modern single-storey warehouse/business unit with office facility. Extensive forecourt car parking and servicing areas.",2012.0,,PR2 5NJ,['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/B27 Ribble Court Master.pdf'],HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1074,"Unit 9 Ashton Business Park, Raglan Street, Ashton, Preston PR2 2AX",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/E5Ou58P1G4FFylK.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/Ne5GnUj7w18JhG4.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/dXsEp9nDcy14DhS.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/5v75crPEw2tKOs2.jpg']","Unit 9 Ashton Business Park, Raglan Street, Ashton, Preston PR2 2AX To Let £16,000 pa 1890 ft² Lock-up secure warehouse/storage premises",1890.0,,PR2 2AX,['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/Unit 9 Ashton Business Park - Master 2025.pdf'],HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=916,"C48/C49 Fulwell Court, Red Scar Business Park, Longridge Road, Preston PR2 5NP",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/voDuS8hzyy0CHZa.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/9rvx127pa2814CS.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/k19tPv4PQMlu3yz.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/stb1h2bCv7i7C98.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/cNYTMU8OG2r1zsG.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/a2PI19Vq388IUM8.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/tlSztcJSnWiLaIE.jpg']","C48/C49 Fulwell Court, Red Scar Business Park, Longridge Road, Preston PR2 5NP To Let £15,000 pa 1700 ft² Modern business unit with mezzanine office",1700.0,,PR2 5NP,['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/C48 Fulwell Court.pdf'],HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1047,"Unit A71 Red Scar Business Park, Longridge Road, Preston PR2 5ND",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/viFd2X971F4wSMK.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/ZjLmxdhQbkATK9Z.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/40LgA7mSGFl5sU4.jpg']","Unit A71 Red Scar Business Park, Longridge Road, Preston PR2 5ND To Let £8,700 pa 1343 ft² Light industrial/storage unit",1343.0,,PR2 5ND,['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/A71 Red Scar Business Park - Master.pdf'],HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1048,"Units 3A and 3B Clifton Business Park, Preston New Road, Clifton, Preston PR4 0XQ",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/90Z5n8SYA2kjHt1.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/Uqa52q3i1W31JG1.jpg']","Units 3A and 3B Clifton Business Park, Preston New Road, Clifton, Preston PR4 0XQ To Let £15,000 pa 1310 ft² Single storey unit with air conditioned offices",1310.0,,PR4 0XQ,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/Clifton Business Park 3A, B & C- Master.pdf']",HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1046,"Unit A64 Red Scar Business Park, Longridge Road, Preston PR2 5ND",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/oz5ggFQTAwsbNxF.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/53qX5ja2wXveVY2.jpg']","Unit A64 Red Scar Business Park, Longridge Road, Preston PR2 5ND To Let £8,500 pa 1274 ft² Light industrial/storage unit",1274.0,,PR2 5ND,['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/A64 Red Scar Business Park - Master.pdf'],HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1036,"262A Shelley Road, Preston, PR2 2EH",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/0fSpcQahgimvfR2.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/La9lSehRb3ucO7J.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/1i622Qh6rGe277H.jpg']","262A Shelley Road, Preston, PR2 2EH To Let £12,000 pa 1120 ft² Refurbished single-storey workshop/storage unit",1120.0,,PR2 2EH,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/262A Shelley Road, Preston - Master.pdf']",HDAK,,,,,,,,To Let
https://www.hdak.co.uk/viewproperty.php?id=1045,"Unit A40 Red Scar Business Park, Longridge Road, Preston PR2 5ND",,Warehouse / Industrial,"['https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/VNwOsf5TULpO4kQ.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/cxM1viaNyazznp6.jpg', 'https://admin.easywebsites.co.uk/inc/hdak.co.uk/images/project-category/2w18qFB3vf8ucoV.jpg']","Unit A40 Red Scar Business Park, Longridge Road, Preston PR2 5ND To Let £7,500 pa 1087 ft² Light industrial/storage unit",1087.0,,PR2 5ND,['https://admin.easywebsites.co.uk/inc/hdak.co.uk/downloads/A40 Red Scar Business Park - Master 1.pdf'],HDAK,,,,,,,,To Let
